"","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","ID","Adult"
"1113","Pašic, Mr. Jakov",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1113,TRUE
"1114","Patchett, Mr. George",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1114,TRUE
"1115","Pavlovic, Mr. Štefo",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1115,TRUE
"1116","Peacock, Mrs. Edith (née Nile)",26,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1116,TRUE
"1117","Peacock, Miss Treasteall",4,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1117,FALSE
"1118","Peacock, Master Albert Edward",0.58,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1118,FALSE
"1119","Pearce, Mr. Ernest",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1119,TRUE
"1120","Pedersen, Mr. Olaf",28,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1120,TRUE
"1121","Peduzzi, Mr. Giuseppe",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1121,TRUE
"1122","Pekoniemi, Mr. Edvard Johannes",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1122,TRUE
"1123","Peltomäki, Mr. Nikolai Johannes",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1123,TRUE
"1124","Perkin, Mr. John Henry",22,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1124,TRUE
"1125","Persson, Mr. Ernst Ulrik",25,"S","3classPass","15",NA,"m",3,"3class",TRUE,1125,TRUE
"1126","Peters, Miss Catherine ""Katie""",26,"Q","3classPass",NA,NA,"f",3,"3class",FALSE,1126,TRUE
"1127","Petranec, Miss Matilda",28,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1127,TRUE
"1128","Petroff, Mr. Nadjalko",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1128,TRUE
"1129","Petroff, Mr. Pastcho",29,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1129,TRUE
"1130","Pettersson, Miss Ellen Natalia",18,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1130,TRUE
"1131","Pettersson, Mr. Johan Emil",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1131,TRUE
"1132","Pickard, Mr. Berk (Trembisky)",32,"S","3classPass","9",NA,"m",3,"3class",TRUE,1132,TRUE
"1133","Plotcharsky, Mr. Vasil",27,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1133,TRUE
"1134","Pocrnic, Mr. Mate",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1134,TRUE
"1135","Pocrnic, Mr. Tome",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1135,TRUE
"1136","Pullner, Mr. Uscher",16,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1136,TRUE
"1137","Radeff, Mr. Alexander",27,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1137,TRUE
"1138","Rasmussen, Mrs. Lena Jakobsen (née Solvang)",62,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1138,TRUE
"1139","Razi, Mr. Raihed",30,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1139,TRUE
"1140","Reed, Mr. James George",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1140,TRUE
"1141","Rekic, Mr. Tido",38,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1141,TRUE
"1142","Reynolds, Mr. Harold J.",21,"S","3classPass",NA,"327MM","m",3,"3class",FALSE,1142,TRUE
"1143","Rice, Mrs. Margaret (née Norton)",39,"Q","3classPass",NA,"12MB","f",3,"3class",FALSE,1143,TRUE
"1144","Rice, Master Albert",10,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1144,FALSE
"1145","Rice, Master George Hugh",8,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1145,FALSE
"1146","Rice, Master Frederick Thomas ""Eric""",7,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1146,FALSE
"1147","Rice, Master Arthur",4,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1147,FALSE
"1148","Rice, Master Eugene Francis",2,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1148,FALSE
"1149","Riihivuori, Miss Susanna Juhantytär ""Sanni""",22,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1149,TRUE
"1150","Rintamäki, Mr. Matti",35,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1150,TRUE
"1151","Riordan, Miss Hannah",18,"Q","3classPass","13",NA,"m",3,"3class",TRUE,1151,TRUE
"1152","Risien, Mr. Samuel Beard",69,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1152,TRUE
"1153","Risien, Mrs. Emma Jane (née Lellyet)",58,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1153,TRUE
"1154","Robins, Mr. Alexander A.",50,"S","3classPass",NA,"119MB","m",3,"3class",FALSE,1154,TRUE
"1155","Robins, Mrs. Grace Charity (née Laury)",47,"S","3classPass",NA,"7MB","f",3,"3class",FALSE,1155,TRUE
"1156","Rogers, Mr. William John",29,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1156,TRUE
"1157","Rommetvedt, Mr. Knud Paust",49,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1157,TRUE
"1158","Rosblom, Mrs. Helena Wilhelmina",41,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1158,TRUE
"1159","Rosblom, Mr. Viktor Rickard",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1159,TRUE
"1160","Rosblom, Miss Salli Helena",2,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1160,FALSE
"1161","Roth, Miss Sarah A.",26,"S","3classPass","C",NA,"f",3,"3class",TRUE,1161,TRUE
"1162","Rouse, Mr. Richard Henry",50,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1162,TRUE
"1163","Rush, Mr. Alfred George John",16,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1163,TRUE
"1164","Ryan, Mr. Edward",24,"Q","3classPass","14",NA,"m",3,"3class",TRUE,1164,TRUE
"1165","Ryan, Mr. Patrick",29,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1165,TRUE
"1166","Sæther, Mr. Simon Sivertsen",43,"S","3classPass",NA,"32MB","m",3,"3class",FALSE,1166,TRUE
"1167","Saad, Mr. Amin",30,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1167,TRUE
"1168","Saad, Mr. Khalil",25,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1168,TRUE
"1169","Sadlier, Mr. Matthew",20,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1169,TRUE
"1170","Sadowitz, Mr. Harry",17,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1170,TRUE
"1171","Sage, Mr. John George",44,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1171,TRUE
"1172","Sage, Mrs. Annie Elizabeth (née Cazaly)",44,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1172,TRUE
"1173","Sage, Miss Stella Anne",20,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1173,TRUE
"1174","Sage, Mr. George John",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1174,TRUE
"1175","Sage, Mr. Douglas Bullen",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1175,TRUE
"1176","Sage, Mr. Frederick",16,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1176,TRUE
"1177","Sage, Miss Dorothy Florence ""Dolly""",14,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1177,FALSE
"1178","Sage, Master Anthony William ""Will""",13,"S","3classPass",NA,"67MB","m",3,"3class",FALSE,1178,FALSE
"1179","Sage, Miss Elizabeth Ada",10,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1179,FALSE
"1180","Sage, Miss Constance Gladys",7,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1180,FALSE
"1181","Sage, Master Thomas Henry",4,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1181,FALSE
"1182","Salander, Mr. Karl Johan",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1182,TRUE
"1183","Salkjelsvik, Miss Anna Kristine",21,"S","3classPass","C",NA,"m",3,"3class",TRUE,1183,TRUE
"1184","Salonen, Mr. Johan Verner",39,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1184,TRUE
"1185","Sa'maan, Master Butrus",10,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1185,FALSE
"1186","Sa'maan, Mr. Hanna Ilyas",40,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1186,TRUE
"1187","Sa'maan, Mr. Ilyas",17,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1187,TRUE
"1188","Sa'maan, Mr. Youssef Omar ""Joseph""",16,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1188,TRUE
"1189","Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,"S","3classPass","13",NA,"f",3,"3class",TRUE,1189,TRUE
"1190","Sandström, Miss Marguerite Rut",4,"S","3classPass","13",NA,"f",3,"3class",TRUE,1190,FALSE
"1191","Sandström, Miss Beatrice Irene",1,"S","3classPass","13",NA,"f",3,"3class",TRUE,1191,FALSE
"1192","Sap, Mr. Julius (Jules)",21,"S","3classPass","11",NA,"m",3,"3class",TRUE,1192,TRUE
"1193","Saundercock, Mr. William Henry",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1193,TRUE
"1194","Sawyer, Mr. Frederick Charles",33,"S","3classPass",NA,"284MB","m",3,"3class",FALSE,1194,TRUE
"1195","Scanlan, Mr. James",22,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1195,TRUE
"1196","Scheerlinck, Mr. Jean Baptiste",29,"S","3classPass","11",NA,"m",3,"3class",TRUE,1196,TRUE
"1197","Sdycoff, Mr. Theodor",42,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1197,TRUE
"1198","Shaughnessy, Mr. Patrick",24,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1198,TRUE
"1199","Shawah, Mr. Yousseff Ibrahim",33,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1199,TRUE
"1200","Shadid, Mr. Dahir Abu",19,"C","3classPass",NA,"9MB","m",3,"3class",FALSE,1200,TRUE
"1201","Shellard, Mr. Frederick William Blainey",55,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1201,TRUE
"1202","Shihab, Mr. Amir Faris",25,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1202,TRUE
"1203","Shine, Miss Ellen Natalia",20,"Q","3classPass","B",NA,"f",3,"3class",TRUE,1203,TRUE
"1204","Shorney, Mr. Charles Joseph",22,"S","3classPass",NA,"240{?}MB","m",3,"3class",FALSE,1204,TRUE
"1205","Simmons, Mr. John",39,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1205,TRUE
"1206","Sirkanian, Mr. Arsun",22,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1206,TRUE
"1207","Sirota, Mr. Maurice",20,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1207,TRUE
"1208","Sivic, Mr. Husein",40,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1208,TRUE
"1209","Sivola, Mr. Antti Vilhelmi",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1209,TRUE
"1210","Sjöblom, Miss Anna Sofiia",18,"S","3classPass","16",NA,"f",3,"3class",TRUE,1210,TRUE
"1211","Skoog, Mr. Wilhelm Johansson",40,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1211,TRUE
"1212","Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1212,TRUE
"1213","Skoog, Master Karl Thorsten",11,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1213,FALSE
"1214","Skoog, Miss Mabel",9,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1214,FALSE
"1215","Skoog, Master Harald",5,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1215,FALSE
"1216","Skoog, Miss Margit Elizabeth",2,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1216,FALSE
"1217","Slabenoff, Mr. Peko",42,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1217,TRUE
"1218","Slocovski, Mr. Selman Francis",20,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1218,TRUE
"1219","Smiljanic, Mr. Jakob Mile",37,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1219,TRUE
"1220","Smyth, Mr. Thomas",26,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1220,TRUE
"1221","Smyth, Miss Julia",17,"Q","3classPass","13",NA,"f",3,"3class",TRUE,1221,TRUE
"1222","Søholt, Mr. Peter Andreas Lauritz Andersen",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1222,TRUE
"1223","Somerton, Mr. Francis William",30,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1223,TRUE
"1224","Spector, Mr. Woolf",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1224,TRUE
"1225","Spinner, Mr. Henry John",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1225,TRUE
"1226","Staneff, Mr. Ivan",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1226,TRUE
"1227","Stankovic, Mr. Ivan",33,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1227,TRUE
"1228","Stanley, Miss Amy Zillah Elsie",24,"S","3classPass","C",NA,"f",3,"3class",TRUE,1228,TRUE
"1229","Stanley, Mr. Edward Rowland",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1229,TRUE
"1230","Storey, Mr. Thomas",51,"S","3classPass",NA,"261MB","m",3,"3class",FALSE,1230,TRUE
"1231","Stoytcheff, Mr. Ilia",19,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1231,TRUE
"1232","Strandberg, Miss Ida Sofia",22,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1232,TRUE
"1233","Strandén, Mr. Juho Niilonpoika",31,"S","3classPass","9",NA,"m",3,"3class",TRUE,1233,TRUE
"1234","Strilic, Mr. Ivan",27,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1234,TRUE
"1235","Ström, Mrs. Elna Matilda (née Persson)",29,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1235,TRUE
"1236","Ström, Miss Thelma Matilda Wilhelmina",2,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1236,FALSE
"1237","Sunderland, Mr. Victor Francis",20,"S","3classPass","B",NA,"m",3,"3class",TRUE,1237,TRUE
"1238","Sundman, Mr. Johan Julian",44,"S","3classPass","15",NA,"m",3,"3class",TRUE,1238,TRUE
"1239","Sutehall Jr., Mr. Henry",25,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1239,TRUE
"1240","Svensson, Mr. Johan",74,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1240,TRUE
"1241","Svensson, Mr. Johan Cervin",14,"S","3classPass","13",NA,"m",3,"3class",TRUE,1241,FALSE
"1242","Svensson, Mr. Olof",24,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1242,TRUE
"1243","Tenglin, Mr. Gunnar Isidor",25,"S","3classPass","13",NA,"m",3,"3class",TRUE,1243,TRUE
"1244","Theobald, Mr. Thomas Leonard",34,"S","3classPass",NA,"176MB","m",3,"3class",FALSE,1244,TRUE
"1245","Tannous, Mr. Bashir (Charles)",31,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1245,TRUE
"1246","Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""",16,"C","3classPass","14",NA,"f",3,"3class",TRUE,1246,TRUE
"1247","Tannous, Master As'ad Iskandar Fa'ud",0.42,"C","3classPass","16",NA,"m",3,"3class",TRUE,1247,FALSE
"1248","Thomas, Mr. John",34,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1248,TRUE
"1249","Thomas, Mr. Tannous John",16,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1249,TRUE
"1250","Thompson, Mr. Alexander Morrison",36,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1250,TRUE
"1251","Thorneycroft, Mr. Percival Thomas",36,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1251,TRUE
"1252","Thorneycroft, Mrs. Florence Kate (née Stears)",32,"S","3classPass","10",NA,"f",3,"3class",TRUE,1252,TRUE
"1253","Tikkanen, Mr. Juho",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1253,TRUE
"1254","Tobin, Mr. Roger",20,"Q","3classPass",NA,NA,"m",3,"3class",FALSE,1254,TRUE
"1255","Todoroff, Mr. Lalio",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1255,TRUE
"1256","Tomlin, Mr. Ernest Portage",22,"S","3classPass",NA,"50MB","m",3,"3class",FALSE,1256,TRUE
"1257","Törber, Mr. Ernst Wilhelm",44,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1257,TRUE
"1258","Torfa, Mr. Assad",20,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1258,TRUE
"1259","Törnquist, Mr. William Henry",25,"S","3classPass","15",NA,"m",3,"3class",TRUE,1259,TRUE
"1260","Touma, Mrs. Hanna Youssef (née Razi)",27,"C","3classPass","C",NA,"f",3,"3class",TRUE,1260,TRUE
"1261","Touma, Miss Marianna Youssef",9,"C","3classPass","C",NA,"f",3,"3class",TRUE,1261,FALSE
"1262","Touma, Master Gerios (George) Youssef",8,"C","3classPass","C",NA,"m",3,"3class",TRUE,1262,FALSE
"1263","Turcin, Mr. Stjepan",36,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1263,TRUE
"1264","Turja, Miss Anna Sofiia",18,"S","3classPass","15",NA,"f",3,"3class",TRUE,1264,TRUE
"1265","Turkula, Mrs. Hedvig",63,"S","3classPass","15",NA,"f",3,"3class",TRUE,1265,TRUE
"1266","Van Billiard, Mr. Austin Blyler",35,"S","3classPass",NA,"255MB","m",3,"3class",FALSE,1266,TRUE
"1267","Van Billiard, Master James William",10,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1267,FALSE
"1268","Van Billiard, Master Walter John",9,"S","3classPass",NA,"1{?}MB[90][91]","m",3,"3class",FALSE,1268,FALSE
"1269","Van de Velde, Mr. Johannes Josef",35,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1269,TRUE
"1270","Van den Steen, Mr. Leo Peter",28,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1270,TRUE
"1271","Van Impe, Mr. Jean-Baptiste",36,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1271,TRUE
"1272","Van Impe, Mrs. Rosalie Paula (née Govaert)",30,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1272,TRUE
"1273","Van Impe, Miss Catharina",10,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1273,FALSE
"1274","Van Melkebeke, Mr. Philemon Edmund",23,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1274,TRUE
"1275","Vandercruyssen, Mr. Victor",46,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1275,TRUE
"1276","Vanderplancke, Mr. Julius",31,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1276,TRUE
"1277","Vanderplancke, Mrs. Emelie Maria (née Vandemoortele)",31,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1277,TRUE
"1278","Vanderplancke, Miss Augusta Maria",18,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1278,TRUE
"1279","Vanderplancke, Mr. Leo Edmondus",15,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1279,FALSE
"1280","Van de Walle, Mr. Nestor Cyriel",28,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1280,TRUE
"1281","Vartanian, Mr. Dawud",22,"C","3classPass","13",NA,"m",3,"3class",TRUE,1281,TRUE
"1282","Vendel, Mr. Olof Edvin",29,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1282,TRUE
"1283","Veström, Miss Hulda Amanda Adolfina",14,"S","3classPass",NA,NA,"f",3,"3class",FALSE,1283,FALSE
"1284","Vovk, Mr. Janko",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1284,TRUE
"1285","Waelens, Mr. Achille",22,"S","3classPass",NA,"140MB","m",3,"3class",FALSE,1285,TRUE
"1286","Ware, Mr. Frederick William",34,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1286,TRUE
"1287","Warren, Mr. Charles William",30,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1287,TRUE
"1288","Wazni, Mr. Yousif Ahmed",25,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1288,TRUE
"1289","Webber, Mr. James",66,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1289,TRUE
"1290","Wennerström, Mr. August Edvard Andersson",27,"S","3classPass","A",NA,"m",3,"3class",TRUE,1290,TRUE
"1291","Widegren, Mr. Carl Peter",51,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1291,TRUE
"1292","Wiklund, Mr. Jakob Alfred",18,"S","3classPass",NA,"314","m",3,"3class",FALSE,1292,TRUE
"1293","Wiklund, Mr. Karl Johan",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1293,TRUE
"1294","Wilkes, Mrs. Ellen",47,"S","3classPass","16",NA,"m",3,"3class",TRUE,1294,TRUE
"1295","Willer, Mr. Aaron",37,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1295,TRUE
"1296","Willey, Mr. Edward",18,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1296,TRUE
"1297","Williams, Mr. Howard Hugh ""Harry""",28,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1297,TRUE
"1298","Williams, Mr. Leslie",28,"S","3classPass",NA,"14MB","m",3,"3class",FALSE,1298,TRUE
"1299","Windeløv, Mr. Einar",21,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1299,TRUE
"1300","Wirz, Mr. Albert",27,"S","3classPass",NA,"131MB","m",3,"3class",FALSE,1300,TRUE
"1301","Wiseman, Mr. Phillippe",54,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1301,TRUE
"1302","Wittevrongel, Mr. Camilius Aloysius",36,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1302,TRUE
"1303","Yasbak, Mr. Antun",27,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1303,TRUE
"1304","Yasbak, Mrs. Silanah Fa'ud (née Iskandar)",15,"C","3classPass","C",NA,"f",3,"3class",TRUE,1304,FALSE
"1305","Ylieff, Mr. Ylio",32,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1305,TRUE
"1306","Youssef, Mr. Gerios (Abi Saab)",26,"C","3classPass",NA,"312M","m",3,"3class",FALSE,1306,TRUE
"1307","Youssef, Mr. Gerios (Sam'aan)",45,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1307,TRUE
"1308","Zajib Qiyamah, Miss Adal ""Jane""",15,"C","3classPass","C",NA,"f",3,"3class",TRUE,1308,FALSE
"1309","Zakarian, Mr. Haroutyun Der",27,"C","3classPass",NA,NA,"m",3,"3class",FALSE,1309,TRUE
"1310","Zakarian, Mr. Mapri Der",22,"C","3classPass",NA,"304MB","m",3,"3class",FALSE,1310,TRUE
"1311","Zimmermann, Mr. Leo",29,"S","3classPass",NA,NA,"m",3,"3class",FALSE,1311,TRUE
"1312","Smith, Commander Edward John, RNR (Retd)",62,"S","Captain",NA,NA,"m",0,"officer",FALSE,1312,TRUE
"1313","Wilde, Lieutenant Henry Tingle, RNR",39,"S","Chief Officer",NA,NA,"m",0,"officer",FALSE,1313,TRUE
"1314","Murdoch, Lieutenant William McMaster, RNR",39,"B","First Officer",NA,NA,"m",0,"officer",FALSE,1314,TRUE
"1315","Lightoller, Sub-Lieutenant Charles Herbert, RNR",38,"B","Second Officer","B",NA,"m",0,"officer",TRUE,1315,TRUE
"1316","Pitman, Mr. Herbert John",34,"B","Third Officer","5",NA,"m",0,"officer",TRUE,1316,TRUE
"1317","Boxhall, Sub-Lieutenant Joseph Groves, RNR",28,"B","Fourth Officer","2",NA,"m",0,"officer",TRUE,1317,TRUE
"1318","Lowe, Sub-Lieutenant Harold Godfrey, RNR",29,"B","Fifth Officer","14",NA,"m",0,"officer",TRUE,1318,TRUE
"1319","Moody, Sub-Lieutenant James Paul, RNR",24,"B","Sixth Officer",NA,NA,"m",0,"officer",FALSE,1319,TRUE
"1320","Abrams, Mr. William",33,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1320,TRUE
"1321","Adams, Mr. R.",26,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1321,TRUE
"1322","Allen, Mr. Henry",32,"S","Fireman/Stoker",NA,"145MB","m",0,"Engineering",FALSE,1322,TRUE
"1323","Allen, Mr. Ernest Frederick",24,"S","Trimmer","B",NA,"m",0,"Engineering",TRUE,1323,TRUE
"1324","Allsop, Mr. Alfred Samuel",34,"B","Electrician",NA,NA,"m",0,"Engineering",FALSE,1324,TRUE
"1325","Avery, Mr. James Frank",22,"S","Trimmer","15",NA,"m",0,"Engineering",TRUE,1325,TRUE
"1326","Bailey, Mr. George W.",46,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1326,TRUE
"1327","Baines, Mr. Richard",24,"S","Greaser",NA,NA,"m",0,"Engineering",FALSE,1327,TRUE
"1328","Bannon, Mr. John",32,"S","Greaser",NA,NA,"m",0,"Engineering",FALSE,1328,TRUE
"1329","Barlow, Mr. Charles",30,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1329,TRUE
"1330","Barnes, Mr. Charles",29,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1330,TRUE
"1331","Barnes, Mr. Frederick",29,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1331,TRUE
"1332","Barrett, Mr. Frederick",28,"S","Leading Fireman","13",NA,"m",0,"Engineering",TRUE,1332,TRUE
"1333","Barrett, Mr. Frederick William",33,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1333,TRUE
"1334","Beattie, Mr. Joseph",34,"B","Greaser",NA,NA,"m",0,"Engineering",FALSE,1334,TRUE
"1335","Beauchamp, Mr. George William",24,"S","Fireman/Stoker","13",NA,"m",0,"Engineering",TRUE,1335,TRUE
"1336","Bell, Mr. Joseph",50,"B","Chief Engineer",NA,NA,"m",0,"Engineering",FALSE,1336,TRUE
"1337","Bendell, Mr. F.",24,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1337,TRUE
"1338","Bennett, Mr. George Alfred",30,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1338,TRUE
"1339","Benville, Mr. E.",42,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1339,TRUE
"1340","Bessant, Mr. William Edward",39,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1340,TRUE
"1341","Bevis, Mr. Joseph Henry",22,"S","Trimmer",NA,NA,"m",0,"Engineering",FALSE,1341,TRUE
"1342","Biddlecombe, Mr. Charles",33,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1342,TRUE
"1343","Biggs, Mr. Edward Charles",21,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1343,TRUE
"1344","Billow, Mr. J.",20,"S","Trimmer",NA,NA,"m",0,"Engineering",FALSE,1344,TRUE
"1345","Binstead, Mr. Walter",19,"S","Trimmer","3",NA,"m",0,"Engineering",TRUE,1345,TRUE
"1346","Black, Mr. Alexander",28,"S","Fireman/Stoker",NA,NA,"m",0,"Engineering",FALSE,1346,TRUE
